"procarnumcod","fromarportcod","toarportcod","spacod","UpliftRestrictions","ThroughSPAflag","MultilateralCarrier","InvoluntaryRerouted","InvoluntaryEndorsed","Indemnification","sidetrip","originalreissueflg","Transportation","ownSurchargebilling","mixedclassoptions","sectorFareComponent","spaoncodeshare","OALsurchargebilling","spashareflag","FRMLAT","FRMLON","TOOLAT","TOOLON","bilamt","bilcnt","outcome"
"001","MIA","GIG","20","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","25.793199540","-80.290603640","-22.809999470","-43.250556950","10747.3","25","2"
"074","HKG","MNL","3","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","22.308901000","113.915001000","14.508600000","121.019997000","10745.5","110","3"
"232","KUL","PEN","34","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","2.745579958","101.709999100","5.297140121","100.277000400","10744.5","207","3"
"297","TPE","MNL","25","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","25.077700000","121.233002000","14.508600000","121.019997000","10740","92","3"
"176","MNL","ZAM","24","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","6.922420025","122.059997600","10725","143","3"
"829","CNX","BKK","26","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","18.766799930","98.962600710","13.681099890","100.747001600","10715","152","3"
"211","USU","MNL","25","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","12.121500020","120.099998500","14.508600000","121.019997000","10706.85","701","4"
"211","DVO","CEB","44","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","7.125520229","125.646003700","10.307499890","123.978996300","10702.92","229","3"
"838","YYC","YWG","15","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","51.113899230","-114.019996600","49.909999850","-97.239898680","10702.45","80","3"
"851","TSN","HKG","4","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","39.124401090","117.346000700","22.308901000","113.915001000","10695","134","3"
"738","BKK","MNL","3","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","13.681099890","100.747001600","14.508600000","121.019997000","10687.5","72","3"
"001","DFW","STL","18","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","32.896801000","-97.038002000","38.748697000","-90.370003000","10686.52","172","3"
"169","MNL","ILO","1","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","10.833017000","122.493358000","10673.73","76","3"
"795","SYD","MEL","1","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","-33.946098330","151.177002000","-37.673302000","144.843002000","10668.81","177","3"
"001","ORD","MSY","7","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","41.978600000","-87.904800000","29.993400570","-90.258003230","10648.55","169","3"
"176","DXB","MNL","5","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","25.252799990","55.364398960","14.508600000","121.019997000","10642.81","29","2"
"001","SFO","ATL","18","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","37.618999480","-122.375000000","33.636700000","-84.428101000","10632.5","57","2"
"006","HNL","LAX","6","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","21.320620000","-157.924228000","33.942501070","-118.407997100","10621.25","27","2"
"984","LAS","SFO","2","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","36.080101010","-115.152000400","37.618999480","-122.375000000","10617","137","3"
"001","DFW","BNA","18","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","32.896801000","-97.038002000","36.124500270","-86.678199770","10598.36","143","3"
"006","SFO","ATL","4","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","37.618999480","-122.375000000","33.636700000","-84.428101000","10580.2","71","3"
"829","BKK","CNX","16","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","13.681099890","100.747001600","18.766799930","98.962600710","10576","139","3"
"001","PHL","SFO","26","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","39.871898650","-75.241096500","37.618999480","-122.375000000","10571.32","12","2"
"001","ORD","SFO","17","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","41.978600000","-87.904800000","37.618999480","-122.375000000","10559","50","2"
"001","BGI","MIA","20","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","13.074600220","-59.492500310","25.793199540","-80.290603640","10542.52","48","2"
"205","MYJ","HND","9","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.827201840","132.699996900","35.552299000","139.779999000","10530.6","68","3"
"607","MNL","LGP","27","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","13.157500000","123.735000000","10529.63","172","3"
"074","AMS","MAD","7","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","52.308601000","4.763890000","40.471926000","-3.562640000","10522.23","7","1"
"001","DFW","EWR","11","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","32.896801000","-97.038002000","40.692501070","-74.168701170","10518.59","90","3"
"211","MNL","CGY","33","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","8.612203000","124.456496000","10508.75","136","3"
"607","MNL","BXU","31","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","8.951500000","125.478800000","10499.55","118","3"
"160","MNL","CEB","45","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","10.307499890","123.978996300","10497.5","170","3"
"731","JJN","MNL","22","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","24.796400000","118.589996000","14.508600000","121.019997000","10489.5","55","2"
"211","MNL","OMC","25","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","11.057999610","124.565002400","10488.92","500","4"
"160","MNL","CEB","42","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","10.307499890","123.978996300","10485","182","3"
"984","BOS","SFO","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","42.364299770","-71.005203250","37.618999480","-122.375000000","10469","34","2"
"001","PHX","SFO","18","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.434299470","-112.012001000","37.618999480","-122.375000000","10459.96","147","3"
"001","MIA","CTG","20","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.793199540","-80.290603640","10.442400000","-75.513000000","10446.49","44","2"
"999","HKG","PEK","5","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","22.308901000","113.915001000","40.080101010","116.584999100","10440","66","3"
"006","CEB","ICN","22","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","10.307499890","123.978996300","37.469100950","126.450996400","10425.41","33","2"
"005","LAX","EWR","8","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.942501070","-118.407997100","40.692501070","-74.168701170","10419.79","50","2"
"838","YYZ","YYT","13","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","43.677200320","-79.630599980","47.618598940","-52.751899720","10411.23","71","3"
"157","MNL","CBO","39","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","7.165239811","124.209999100","10411.07","156","3"
"001","UIO","MIA","7","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","-0.129166667","-78.357500000","25.793199540","-80.290603640","10400.18","63","3"
"105","BKK","MNL","2","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","13.681099890","100.747001600","14.508600000","121.019997000","10395","67","3"
"589","CGK","SIN","3","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","-6.125569820","106.655998200","1.350190000","103.994003000","10387.5","188","3"
"297","MNL","DVO","13","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","7.125520229","125.646003700","10387.5","179","3"
"607","TAC","MNL","31","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","11.228035000","125.027761000","14.508600000","121.019997000","10379.43","145","3"
"001","MFE","DFW","11","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","26.175800320","-98.238601680","32.896801000","-97.038002000","10365.03","145","3"
"160","TAC","MNL","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","11.228035000","125.027761000","14.508600000","121.019997000","10357.5","283","3"
"126","CGK","SUB","18","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","-6.125569820","106.655998200","-7.379829884","112.787002600","10351.25","82","3"
"607","CEB","MNL","52","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","10.307499890","123.978996300","14.508600000","121.019997000","10347.53","124","3"
"205","HND","KMI","15","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","35.552299000","139.779999000","31.877199170","131.449005100","10347.03","45","2"
"173","HNL","LAX","31","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","21.320620000","-157.924228000","33.942501070","-118.407997100","10338.75","38","2"
"001","MCO","MIA","11","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","28.429399490","-81.308998110","25.793199540","-80.290603640","10335.78","277","3"
"932","MNL","HKG","3","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","10324.6","110","3"
"006","ATL","LAS","6","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.636700000","-84.428101000","36.080101010","-115.152000400","10294.96","58","3"
"027","SFO","SEA","8","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","37.618999480","-122.375000000","47.449001000","-122.308998000","10294","120","3"
"205","KIX","OKA","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","34.427299500","135.244003300","26.195800780","127.646003700","10292.98","68","3"
"211","MNL","PPS","33","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","9.742119789","118.759002700","10287.82","167","3"
"829","CNX","BKK","16","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","18.766799930","98.962600710","13.681099890","100.747001600","10286","135","3"
"001","CEB","ICN","19","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","10.307499890","123.978996300","37.469100950","126.450996400","10280","52","2"
"005","SFO","EWR","9","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","37.618999480","-122.375000000","40.692501070","-74.168701170","10267.84","53","2"
"795","MEL","PER","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","-37.673302000","144.843002000","-31.940299990","115.967002900","10265.09","372","3"
"205","HND","KOJ","9","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","35.552299000","139.779999000","31.803400040","130.718994100","10260","57","2"
"211","MNL","KLO","33","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","11.679400440","122.375999500","10252.19","199","3"
"205","HND","TOY","18","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","35.552299000","139.779999000","36.648300170","137.188003500","10251.75","70","3"
"126","CGK","UPG","18","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","-6.125569820","106.655998200","-5.061629772","119.554000900","10250","56","2"
"001","MNL","NRT","24","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","35.764701840","140.386001600","10247.54","34","2"
"001","MIA","SJO","20","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.793199540","-80.290603640","9.993860245","-84.208801270","10232.09","47","2"
"086","CHC","BNE","4","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","-43.489398960","172.531997700","-27.384199140","153.117004400","10220","39","2"
"205","NGO","KIJ","5","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","34.858398440","136.804992700","37.955898280","139.121002200","10218.63","84","3"
"001","TPA","DFW","16","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","27.975500110","-82.533203130","32.896801000","-97.038002000","10215.69","90","3"
"173","HNL","ITO","77","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","21.320620000","-157.924228000","19.721399310","-155.048004200","10214.78","110","3"
"071","MNL","DVO","4","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","7.125520229","125.646003700","10214.25","133","3"
"880","PEK","CKG","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","40.080101010","116.584999100","29.719200130","106.641998300","10210","81","3"
"160","CEB","HKG","15","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","10.307499890","123.978996300","22.308901000","113.915001000","10203","50","2"
"205","NRT","CTS","9","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","35.764701840","140.386001600","42.775199890","141.692001300","10200","60","3"
"001","MIA","SJU","7","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.793199540","-80.290603640","18.439399720","-66.001800540","10199.09","106","3"
"157","MNL","LGP","14","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","13.157500000","123.735000000","10197","149","3"
"001","LAX","ORD","20","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.942501070","-118.407997100","41.978600000","-87.904800000","10190.41","45","2"
"074","TPE","MNL","12","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.077700000","121.233002000","14.508600000","121.019997000","10186","77","3"
"001","ORF","DFW","11","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","36.894599910","-76.201202390","32.896801000","-97.038002000","10182.12","109","3"
"001","SFO","JFK","24","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","37.618999480","-122.375000000","40.639801030","-73.778900150","10174.96","23","2"
"838","YMM","YYC","12","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","56.653301240","-111.222000100","51.113899230","-114.019996600","10174.53","161","3"
"001","PTY","MIA","16","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","9.071359634","-79.383499150","25.793199540","-80.290603640","10171.68","97","3"
"141","DXB","MCT","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.252799990","55.364398960","23.593299870","58.284400940","10170","226","3"
"071","HKG","MNL","4","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","22.308901000","113.915001000","14.508600000","121.019997000","10170","97","3"
"077","BKK","MNL","9","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","13.681099890","100.747001600","14.508600000","121.019997000","10163.75","65","3"
"232","MNL","KUL","9","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","2.745579958","101.709999100","10157.56","38","2"
"205","MNL","HND","15","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","14.508600000","121.019997000","35.552299000","139.779999000","10142.5","29","2"
"829","BKK","RGN","17","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","13.681099890","100.747001600","16.907300950","96.133201600","10140","84","3"
"173","HNL","LIH","44","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","21.320620000","-157.924228000","21.975999830","-159.339004500","10139.08","123","3"
"211","CEB","ILO","43","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","10.307499890","123.978996300","10.833017000","122.493358000","10134.35","252","3"
"211","PAG","MNL","26","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","7.830731448","123.461179700","14.508600000","121.019997000","10133.02","182","3"
"205","HND","KCZ","9","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","35.552299000","139.779999000","33.546101000","133.669006000","10125.42","66","3"
"157","PVG","MNL","15","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","31.143400190","121.805000300","14.508600000","121.019997000","10120","44","2"
"006","ATL","MSY","21","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.636700000","-84.428101000","29.993400570","-90.258003230","10118.09","135","3"
"001","PEK","MNL","24","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","40.080101010","116.584999100","14.508600000","121.019997000","10111.11","32","2"
"072","BAH","MNL","27","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","26.270799640","50.633598330","14.508600000","121.019997000","10100.34","30","2"
"141","DXB","EBL","7","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.252799990","55.364398960","36.237598420","43.963199620","10100","36","2"
"211","CGY","ILO","42","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","8.612203000","124.456496000","10.833017000","122.493358000","10093.6","336","3"
"001","LAX","CEB","22","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.942501070","-118.407997100","10.307499890","123.978996300","10092.6","13","2"
"999","PEK","MNL","31","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","40.080101010","116.584999100","14.508600000","121.019997000","10091.25","42","2"
"006","LAX","MIA","13","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","33.942501070","-118.407997100","25.793199540","-80.290603640","10080.95","42","2"
"297","TPE","MNL","18","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.077700000","121.233002000","14.508600000","121.019997000","10080","85","3"
"141","DXB","BEY","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","25.252799990","55.364398960","33.820899960","35.488399510","10080","76","3"
"205","OKA","KIX","1","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","26.195800780","127.646003700","34.427299500","135.244003300","10078.05","66","3"
"126","DPS","CGK","11","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","-8.748169899","115.166999800","-6.125569820","106.655998200","10065","33","2"
"173","HNL","LAX","4","E","E","E","A","Q","A","Q","U","Q","I","E","I","I","U","I","21.320620000","-157.924228000","33.942501070","-118.407997100","10060","41","2"
"071","BKK","MNL","2","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","13.681099890","100.747001600","14.508600000","121.019997000","14110","96","3"
"205","MNL","BCD","10","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","10.776400000","123.014999000","14105.6","254","3"
"006","LAX","MCO","13","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","33.942501070","-118.407997100","28.429399490","-81.308998110","14102.92","48","2"
"672","MNL","BWN","4","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","4.944200039","114.928001400","14097.29","85","3"
"607","DPL","MNL","40","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","8.601983499","123.341875100","14.508600000","121.019997000","14095.34","183","3"
"086","HKG","MNL","3","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","22.308901000","113.915001000","14.508600000","121.019997000","14091","149","3"
"001","CLT","JAX","18","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","35.214000700","-80.943099980","30.494100570","-81.687896730","14088.54","329","3"
"205","KIX","CTS","15","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","34.427299500","135.244003300","42.775199890","141.692001300","14087.87","70","3"
"006","SFO","CVG","13","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","37.618999480","-122.375000000","39.048801420","-84.667800900","14086.75","71","3"
"157","MNL","LGP","39","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","13.157500000","123.735000000","14086.19","420","4"
"829","MDL","BKK","21","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","21.702199940","95.977897640","13.681099890","100.747001600","14085","197","3"
"232","KUL","BTU","34","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","2.745579958","101.709999100","3.123850107","113.019996600","14084","194","3"
"205","FUK","SDJ","15","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","33.585899350","130.451004000","38.139701840","140.917007400","14080","64","3"
"235","IST","ATH","6","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","41.275278000","28.751944000","37.936401370","23.944499970","14073.51","97","3"
"695","MNL","TPE","24","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","25.077700000","121.233002000","14070","103","3"
"211","MNL","PPS","32","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","9.742119789","118.759002700","14040.89","207","3"
"589","CGK","SIN","2","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","-6.125569820","106.655998200","1.350190000","103.994003000","14037.5","281","3"
"157","DOH","ARN","30","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","25.273056000","51.608056000","59.651901250","17.918600080","14032.5","20","2"
"001","LAX","JFK","17","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","33.942501070","-118.407997100","40.639801030","-73.778900150","14032.37","62","3"
"829","RGN","BKK","21","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","16.907300950","96.133201600","13.681099890","100.747001600","14005","209","3"
"072","BAH","MNL","47","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","26.270799640","50.633598330","14.508600000","121.019997000","14001.81","51","2"
"001","BNA","LAX","17","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","36.124500270","-86.678199770","33.942501070","-118.407997100","14001.68","77","3"
"173","SFO","HNL","14","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","37.618999480","-122.375000000","21.320620000","-157.924228000","13994.25","54","2"
"157","LGW","DOH","24","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","51.148102000","-0.190278000","25.273056000","51.608056000","13992.81","86","3"
"006","JFK","LAX","11","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","40.639801030","-73.778900150","33.942501070","-118.407997100","13987.34","45","2"
"838","YMM","YEG","1","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","56.653301240","-111.222000100","53.309700010","-113.580001800","13958.84","261","3"
"001","MIA","UIO","7","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","25.793199540","-80.290603640","-0.129166667","-78.357500000","13940.19","85","3"
"001","MNL","CEB","24","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","10.307499890","123.978996300","13935.16","144","3"
"829","PNH","BKK","5","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","11.546600340","104.844001800","13.681099890","100.747001600","13927.5","155","3"
"235","TPE","MNL","6","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","25.077700000","121.233002000","14.508600000","121.019997000","13920","90","3"
"001","SFO","DFW","26","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","37.618999480","-122.375000000","32.896801000","-97.038002000","13905.98","25","2"
"001","JFK","YVR","24","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","40.639801030","-73.778900150","49.193901060","-123.183998100","13903.08","33","2"
"205","SFO","MNL","12","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","37.618999480","-122.375000000","14.508600000","121.019997000","13886.22","51","2"
"114","TLV","BKK","8","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","32.011398320","34.886699680","13.681099890","100.747001600","13885","35","2"
"000","MNL","LHR","3","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","51.470600000","-0.461941000","13884.54","68","3"
"001","MNL","SFO","24","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","37.618999480","-122.375000000","13876.66","16","2"
"126","CGK","JOG","9","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","-6.125569820","106.655998200","-7.788179874","110.431999200","13875","185","3"
"001","DFW","AMA","20","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","32.896801000","-97.038002000","35.219398000","-101.706001000","13839.95","128","3"
"001","DFW","PTY","11","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","32.896801000","-97.038002000","9.071359634","-79.383499150","13838.7","87","3"
"297","DVO","MNL","25","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","7.125520229","125.646003700","14.508600000","121.019997000","13835","156","3"
"027","SFO","SEA","7","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","37.618999480","-122.375000000","47.449001000","-122.308998000","13831.88","145","3"
"205","SDJ","NGO","15","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","38.139701840","140.917007400","34.858398440","136.804992700","13827.43","95","3"
"205","KCZ","HND","15","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","33.546101000","133.669006000","35.552299000","139.779999000","13826.09","89","3"
"829","BKK","HKT","20","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","13.681099890","100.747001600","8.113200000","98.316902000","13822.6","108","3"
"795","ROK","BNE","1","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","-23.381900790","150.475006100","-27.384199140","153.117004400","13814.11","193","3"
"125","LHR","FRA","7","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","51.470600000","-0.461941000","50.033333000","8.570556000","13807.17","115","3"
"555","HKG","MNL","3","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","22.308901000","113.915001000","14.508600000","121.019997000","13800","125","3"
"001","PEK","MNL","19","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","40.080101010","116.584999100","14.508600000","121.019997000","13796.25","77","3"
"205","MPH","MNL","15","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","11.924500000","121.954002000","14.508600000","121.019997000","13792","186","3"
"205","YGJ","HND","15","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","35.492198940","133.235992400","35.552299000","139.779999000","13784.76","97","3"
"043","HKG","FOC","33","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","22.308901000","113.915001000","25.935100560","119.663002000","13784.02","167","3"
"205","HIJ","HND","18","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","34.436100010","132.919006300","35.552299000","139.779999000","13750.75","66","3"
"000","MNL","SGN","5","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","10.818799970","106.652000400","13739.77","96","3"
"001","MIA","PTY","20","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","25.793199540","-80.290603640","9.071359634","-79.383499150","13734.99","70","3"
"297","ILO","MNL","9","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","10.833017000","122.493358000","14.508600000","121.019997000","13724","275","3"
"006","JFK","SFO","6","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","40.639801030","-73.778900150","37.618999480","-122.375000000","13722.41","87","3"
"016","SPN","GUM","4","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","15.119000000","145.729004000","13.483400340","144.796005200","13718","158","3"
"607","MNL","DGT","31","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","9.333709717","123.300003100","13717.16","155","3"
"838","YYZ","YWG","12","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","43.677200320","-79.630599980","49.909999850","-97.239898680","13708.77","134","3"
"074","MNL","GES","11","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","14.508600000","121.019997000","6.058000088","125.096000700","13703.75","181","3"
"838","YYT","YYZ","10","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","47.618598940","-52.751899720","43.677200320","-79.630599980","13698.79","106","3"
"838","YYC","YWG","10","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","51.113899230","-114.019996600","49.909999850","-97.239898680","13685.89","166","3"
"932","HKG","MNL","6","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","22.308901000","113.915001000","14.508600000","121.019997000","13677.75","126","3"
"285","KTM","BKK","4","M","Q","M","E","I","E","U","U","U","I","E","I","E","I","E","27.696600000","85.359100000","13.681099890","100.747001600","13675","109","3"
